2020-10-04 17:02:17,963 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = hit/falsealarm
2020-10-04 17:02:18,469 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = miss/falsealarm
2020-10-04 17:02:18,469 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = correctreject/falsealarm
2020-10-04 17:02:20,010 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0005, task = hit/falsealarm
2020-10-04 17:02:20,052 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = hit/falsealarm
2020-10-04 17:02:20,548 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0005, task = miss/falsealarm
2020-10-04 17:02:20,548 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0005, task = correctreject/falsealarm
2020-10-04 17:02:20,566 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = miss/falsealarm
2020-10-04 17:02:20,566 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = correctreject/falsealarm
2020-10-04 17:02:22,093 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0005, task = hit/falsealarm
2020-10-04 17:02:22,095 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = hit/falsealarm
2020-10-04 17:02:22,101 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0001, task = hit/falsealarm
2020-10-04 17:02:22,611 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = miss/falsealarm
2020-10-04 17:02:22,611 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = correctreject/falsealarm
2020-10-04 17:02:22,615 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0001, task = miss/falsealarm
2020-10-04 17:02:22,616 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.0001, task = correctreject/falsealarm
2020-10-04 17:02:22,621 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0005, task = miss/falsealarm
2020-10-04 17:02:22,621 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0005, task = correctreject/falsealarm
2020-10-04 17:02:24,152 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.001, task = hit/falsealarm
2020-10-04 17:02:24,159 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0001, task = hit/falsealarm
2020-10-04 17:02:24,565 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 8, C = 0.0005, task = hit/falsealarm
2020-10-04 17:02:24,673 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.001, task = miss/falsealarm
2020-10-04 17:02:24,673 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 2, C = 0.001, task = correctreject/falsealarm
2020-10-04 17:02:24,678 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0001, task = miss/falsealarm
2020-10-04 17:02:24,678 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.0001, task = correctreject/falsealarm
2020-10-04 17:02:25,079 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 8, C = 0.0005, task = miss/falsealarm
2020-10-04 17:02:25,079 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 8, C = 0.0005, task = correctreject/falsealarm
2020-10-04 17:02:26,214 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 4, C = 0.001, task = hit/falsealarm
2020-10-04 17:02:26,595 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.003, task = hit/falsealarm
2020-10-04 17:02:26,620 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 16, C = 0.0005, task = hit/falsealarm
2020-10-04 17:02:26,625 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 8, C = 0.0001, task = hit/falsealarm
