2020-10-04 23:50:19,614 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.003, task = hit/falsealarm
2020-10-04 23:50:20,272 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.003, task = miss/falsealarm
2020-10-04 23:50:20,272 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.003, task = correctreject/falsealarm
2020-10-04 23:50:24,634 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.01, task = hit/falsealarm
2020-10-04 23:50:25,229 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.01, task = miss/falsealarm
2020-10-04 23:50:25,230 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.01, task = correctreject/falsealarm
2020-10-04 23:50:26,154 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = hit/falsealarm
2020-10-04 23:50:26,606 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 5e-05, task = hit/falsealarm
2020-10-04 23:50:26,693 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = miss/falsealarm
2020-10-04 23:50:26,693 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0001, task = correctreject/falsealarm
2020-10-04 23:50:27,163 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 5e-05, task = miss/falsealarm
2020-10-04 23:50:27,163 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 5e-05, task = correctreject/falsealarm
2020-10-04 23:50:28,655 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = hit/falsealarm
2020-10-04 23:50:29,229 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = miss/falsealarm
2020-10-04 23:50:29,230 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.001, task = correctreject/falsealarm
2020-10-04 23:50:30,785 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.007, task = hit/falsealarm
2020-10-04 23:50:31,311 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.007, task = miss/falsealarm
2020-10-04 23:50:31,311 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.007, task = correctreject/falsealarm
2020-10-04 23:50:31,653 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = hit/falsealarm
2020-10-04 23:50:32,191 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = miss/falsealarm
2020-10-04 23:50:32,191 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.0005, task = correctreject/falsealarm
2020-10-04 23:50:32,973 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.02, task = hit/falsealarm
2020-10-04 23:50:33,175 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 1e-05, task = hit/falsealarm
2020-10-04 23:50:33,530 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.02, task = miss/falsealarm
2020-10-04 23:50:33,530 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.02, task = correctreject/falsealarm
2020-10-04 23:50:33,722 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 1e-05, task = miss/falsealarm
2020-10-04 23:50:33,722 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 1e-05, task = correctreject/falsealarm
2020-10-04 23:50:34,349 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.005, task = hit/falsealarm
2020-10-04 23:50:34,910 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.005, task = miss/falsealarm
2020-10-04 23:50:34,912 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.005, task = correctreject/falsealarm
2020-10-04 23:50:39,105 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.03, task = hit/falsealarm
2020-10-04 23:50:39,630 : INFO : __main__ : no samples found, name = james_2018-09-20, seed = 1, C = 0.03, task = miss/falsealarm
